Record Length,10000,Points,1.000000E-6,4.79999976E-3,
Sample Interval,199.99998813E-9,s,1.2000000E-6,10.4000000E-3,
Trigger Point,-5.00000028,Samples,1.4000000E-6,7.19999988E-3,
,,,1.5999999E-6,10.4000000E-3,
,,,1.7999999E-6,10.4000000E-3,
,,,2.0000000E-6,12.7999997E-3,
Source,CH1,,2.1999999E-6,14.3999998E-3,
Vertical Units,V,,2.3999999E-6,12.0000001E-3,
Vertical Scale,19.9999995E-3,,2.5999998E-6,14.3999998E-3,
Vertical Offset,0,,2.79999995E-6,19.9999996E-3,
Horizontal Units,s,,2.99999988E-6,19.9999996E-3,
Horizontal Scale,199.99998813E-6,,3.19999981E-6,20.80000006E-3,
Pt Fmt,Y,,3.39999997E-6,19.1999990E-3,
Yzero,0.0,,3.59999990E-6,21.59999870E-3,
Probe Atten,1.000000,,3.79999983E-6,23.19999970E-3,
,,,3.99999999E-6,24.79999885E-3,
Note,DPO3014 - 15:38:35   19-May-22,,4.19999969E-6,25.59999935E-3,
,,,4.39999985E-6,24.79999885E-3,
,,,4.59999956E-6,27.99999900E-3,
,,,4.79999972E-6,27.19999850E-3,
,,,4.99999987E-6,27.99999900E-3,
,,,5.19999958E-6,31.19999915E-3,
,,,5.39999974E-6,32.80000016E-3,
,,,5.59999989E-6,31.99999779E-3,
,,,5.79999960E-6,30.39999865E-3,
,,,5.99999976E-6,32.80000016E-3,
,,,6.19999992E-6,31.99999779E-3,
,,,6.39999962E-6,34.39999744E-3,
,,,6.59999978E-6,35.99999845E-3,
,,,6.79999948E-6,34.39999744E-3,
,,,6.99999964E-6,38.39999810E-3,
,,,7.19999980E-6,35.99999845E-3,
,,,7.399999504E-6,36.80000082E-3,
,,,7.599999662E-6,37.59999946E-3,
,,,7.799999366E-6,41.60000011E-3,
,,,7.999999980E-6,38.39999810E-3,
,,,8.199999684E-6,39.99999911E-3,
,,,8.399999388E-6,39.99999911E-3,
,,,8.600000001E-6,39.20000046E-3,
,,,8.799999705E-6,39.99999911E-3,
,,,8.999999409E-6,39.99999911E-3,
,,,9.199999113E-6,43.19999740E-3,
,,,9.399999726E-6,42.39999875E-3,
,,,9.599999430E-6,42.39999875E-3,
