Record Length,2500,Points,-251.39999343E-6,-1.1000000,,Record Length,2500,Points,-251.39999343E-6,699.999988079E-3,
Sample Interval,200.00000234E-9,s,-251.19999191E-6,-1.0799999,,Sample Interval,200.00000234E-9,s,-251.19999191E-6,680.000007153E-3,
Trigger Point,1.2570000E3,Samples,-250.99999039E-6,-1.0400000,,Trigger Point,1.2570000E3,Samples,-250.99999039E-6,620.000004768E-3,
,,,-250.79998886E-6,-1.0400000,,,,,-250.79998886E-6,659.999966621E-3,
,,,-250.59998734E-6,-1.0400000,,,,,-250.59998734E-6,680.000007153E-3,
,,,-250.39998582E-6,-1.000000,,,,,-250.39998582E-6,659.999966621E-3,
Source,CH1,,-250.19998429E-6,-939.999997616E-3,,Source,CH2,,-250.19998429E-6,659.999966621E-3,
Vertical Units,Volts,,-249.99998277E-6,-919.999957085E-3,,Vertical Units,Volts,,-249.99998277E-6,639.999985695E-3,
Vertical Scale,499.999988824E-3,,-249.79998125E-6,-919.999957085E-3,,Vertical Scale,499.999988824E-3,,-249.79998125E-6,639.999985695E-3,
Vertical Offset,0,,-249.59997972E-6,-859.999954700E-3,,Vertical Offset,0,,-249.59997972E-6,620.000004768E-3,
Horizontal Units,s,,-249.40000731E-6,-859.999954700E-3,,Horizontal Units,s,,-249.40000731E-6,579.999983311E-3,
Horizontal Scale,50.00000058E-6,,-249.20000578E-6,-799.999952316E-3,,Horizontal Scale,50.00000058E-6,,-249.20000578E-6,620.000004768E-3,
Pt Fmt,Y,,-249.00000426E-6,-779.999971390E-3,,Pt Fmt,Y,,-249.00000426E-6,599.999964237E-3,
Yzero,0.0,,-248.80000274E-6,-740.000009537E-3,,Yzero,40.00000000E-3,,-248.80000274E-6,560.000002384E-3,
Probe Atten,10.0000000,,-248.60000121E-6,-699.999988079E-3,,Probe Atten,10.0000000,,-248.60000121E-6,560.000002384E-3,
,,,-248.39999969E-6,-659.999966621E-3,,,,,-248.39999969E-6,539.999961853E-3,
Note,TBS 1052B-EDU - 16:19:30   02-Jun-22,,-248.19999817E-6,-639.999985695E-3,,Note,TBS 1052B-EDU - 16:19:30   02-Jun-22,,-248.19999817E-6,539.999961853E-3,
,,,-247.99999665E-6,-599.999964237E-3,,,,,-247.99999665E-6,519.999980927E-3,
,,,-247.79999512E-6,-620.000004768E-3,,,,,-247.79999512E-6,500.000000000E-3,
,,,-247.59999360E-6,-539.999961853E-3,,,,,-247.59999360E-6,519.999980927E-3,
