Record Length,10000,Points,500.000023749E-6,-42.00000316E-3,,Record Length,10000,Points,500.000023749E-6,-10.0000007E-3,
Sample Interval,99.999994063E-9,s,500.100024510E-6,-38.00000250E-3,,Sample Interval,99.999994063E-9,s,500.100024510E-6,-18.0000011E-3,
Trigger Point,-5.00000077E3,Samples,500.200025272E-6,-32.00000152E-3,,Trigger Point,-5.00000077E3,Samples,500.200025272E-6,-26.00000054E-3,
,,,500.300026033E-6,-32.00000152E-3,,,,,500.300026033E-6,-34.00000185E-3,
,,,500.400026795E-6,-24.00000021E-3,,,,,500.400026795E-6,-18.0000011E-3,
,,,500.500027556E-6,-26.00000054E-3,,,,,500.500027556E-6,-18.0000011E-3,
Source,CH1,,500.600028317E-6,-16.0000008E-3,,Source,CH2,,500.600028317E-6,-22.00000174E-3,
Vertical Units,V,,500.700029079E-6,-16.0000008E-3,,Vertical Units,V,,500.700029079E-6,-18.0000011E-3,
Vertical Scale,50.00000237E-3,,500.800029840E-6,-8.000000380E-3,,Vertical Scale,100.0000047E-3,,500.800029840E-6,-14.0000004E-3,
Vertical Offset,0,,500.900030602E-6,-6.00000005E-3,,Vertical Offset,0,,500.900030602E-6,-18.0000011E-3,
Horizontal Units,s,,501.000031363E-6,-2.0000001E-3,,Horizontal Units,s,,501.000031363E-6,-22.00000174E-3,
Horizontal Scale,99.999994063E-6,,501.100032125E-6,2.0000001E-3,,Horizontal Scale,99.999994063E-6,,501.100032125E-6,-10.0000007E-3,
Pt Fmt,Y,,501.200032886E-6,2.0000001E-3,,Pt Fmt,Y,,501.200032886E-6,-22.00000174E-3,
Yzero,0.0,,501.300033648E-6,6.00000005E-3,,Yzero,-20.0000000E-3,,501.300033648E-6,-14.0000004E-3,
Probe Atten,1.000000,,501.400034409E-6,16.0000008E-3,,Probe Atten,1.000000,,501.400034409E-6,-14.0000004E-3,
,,,501.500035170E-6,16.0000008E-3,,,,,501.500035170E-6,-22.00000174E-3,
Note,DPO3014 - 16:27:32   19-May-22,,501.600035932E-6,22.00000174E-3,,Note,DPO3014 - 16:27:32   19-May-22,,501.600035932E-6,-26.00000054E-3,
,,,501.700036693E-6,22.00000174E-3,,,,,501.700036693E-6,-22.00000174E-3,
